speed,timestamp,waypoints,ego_bbox,npc_bbox,npc_forward
4.5,48.87081175297499,"[[46.24171977317737, -156.21087853463268], [46.23373501457603, -156.0831582227101], [46.28872774147226, -156.71001305181736], [46.32665400436469, -158.1108100233128]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.5099334716797, 37.378440856933594], [150.51043701171875, 37.005924224853516], [148.8671112060547, 37.37618637084961], [148.86761474609375, 37.00366973876953]]","[-0.9999890327453613, -0.0013708051992580295]"
4.5,48.9708117544651,"[[46.24478643307446, -156.21343487166374], [46.237630910446995, -156.08619518972816], [46.290713980944155, -156.7257028729595], [46.32435828160492, -158.15857398711108]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.50994873046875, 37.378440856933594], [150.5104522705078, 37.005924224853516], [148.86712646484375, 37.37618637084961], [148.8676300048828, 37.00366973876953]]","[-0.9999889135360718, -0.0013708050828427076]"
4.5,49.07081175595522,"[[46.242437292338124, -156.21274496170898], [46.234055713991, -156.08197664219438], [46.28831705759738, -156.70521436453996], [46.325539806219055, -158.10626194828785]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.510009765625, 37.378440856933594], [150.51051330566406, 37.005924224853516], [148.86717224121094, 37.37618637084961], [148.86769104003906, 37.00366973876953]]","[-0.9999879002571106, -0.0013708036858588457]"
4.5,49.170811757445335,"[[46.243345134433305, -156.21334091032014], [46.2382570476231, -156.09306335624572], [46.293624172448716, -156.7607730233573], [46.3268090212829, -158.24474439655557]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999871253967285, -0.0013708026381209493]"
4.5,49.27081175893545,"[[46.24383757989909, -156.21420872429286], [46.234972592896256, -156.07917404397386], [46.28816375622348, -156.69248151235269], [46.32513469898048, -158.0811511421333]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,49.37081176042557,"[[46.24571350526728, -156.21611896723422], [46.23785042570756, -156.08324899427876], [46.289894151395615, -156.7154884077994], [46.321944611052885, -158.1494278530693]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,49.470811761915684,"[[46.242494528243576, -156.2134650638705], [46.233953156756805, -156.08066763638286], [46.288127579892866, -156.70109902161244], [46.32548587314654, -158.10121074014157]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,49.5708117634058,"[[46.24238465595248, -156.21012791196267], [46.237127599972666, -156.09164483991617], [46.29253714157057, -156.76346121826984], [46.32572851093937, -158.25054607722862]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,49.670811764895916,"[[46.244116726008386, -156.2157895482585], [46.235630462498946, -156.08114117919024], [46.28904165563982, -156.69843263854085], [46.32590093414657, -158.09663327607424]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,49.77081176638603,"[[46.24427723670446, -156.21222896523233], [46.23736039805828, -156.08544630579405], [46.2911194777377, -156.72649800588889], [46.325814770008584, -158.15989003386827]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,49.87081176787615,"[[46.241995934075646, -156.20907296570118], [46.23445218136273, -156.0832537827768], [46.289333332985386, -156.71720208195535], [46.32692514558384, -158.12686375690342]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,49.970811769366264,"[[46.24322891722809, -156.21289275294694], [46.237937950313494, -156.09120724397982], [46.2930976335788, -156.7539589854605], [46.327293479040826, -158.22779919848563]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,50.07081177085638,"[[46.24465356202576, -156.21556271318323], [46.2360500644696, -156.07949282399443], [46.28891932323426, -156.69487831812756], [46.32520659978536, -158.092206642148]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,50.1708117723465,"[[46.24376722964019, -156.21251680144655], [46.236645742794835, -156.08573492573723], [46.29035341170218, -156.72765232147276], [46.324784706241424, -158.16381693655597]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,50.27081177383661,"[[46.24184258512108, -156.2124719843852], [46.233308662051996, -156.08039657435353], [46.287770837302155, -156.70187741489312], [46.32537969668403, -158.10182822983325]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,50.37081177532673,"[[46.24270837452014, -156.20974337151992], [46.237796932142004, -156.09381164137915], [46.29336194838994, -156.77204467254737], [46.32610060710719, -158.26673070305827]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
4.5,50.470811776816845,"[[46.243063769753086, -156.21375416125994], [46.234746639427, -156.08160916199085], [46.28888982618743, -156.7046147610808], [46.325829569595555, -158.10911221632904]]","[[156.26800537109375, 44.13603591918945], [158.3954315185547, 44.19749450683594], [156.4095458984375, 39.23639678955078], [158.5369873046875, 39.297855377197266]]","[[150.51004028320312, 37.378440856933594], [150.51055908203125, 37.005924224853516], [148.86721801757812, 37.37618637084961], [148.86773681640625, 37.00366973876953]]","[-0.9999868869781494, -0.0013708022888749838]"
5.0,42.89882202446461,"[[81.42860343537737, -144.53034430409014], [81.55802260195104, -146.099162099661], [81.66667380892503, -147.77309680657294], [81.76979338650833, -149.5031603398718]]","[[155.54623413085938, 51.13553237915039], [157.62591552734375, 51.587982177734375], [156.5882568359375, 46.345890045166016], [158.66793823242188, 46.79833984375]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
5.0,42.99882202595472,"[[78.2441856190371, -146.22494300192795], [78.36224470244115, -147.84002346537036], [78.46272684172482, -149.56516247201805], [78.55979860083664, -151.34678934378027]]","[[155.62716674804688, 50.85404586791992], [157.71543884277344, 51.264957427978516], [156.57351684570312, 46.044586181640625], [158.66180419921875, 46.45549774169922]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
5.0,43.09882202744484,"[[75.02328474445702, -147.82763163715413], [75.13958065275042, -149.48399570698447], [75.23824402538006, -151.25832212713954], [75.33456262915506, -153.09424363000926]]","[[155.70599365234375, 50.55192184448242], [157.80197143554688, 50.921531677246094], [156.55723571777344, 45.7247200012207], [158.65321350097656, 46.094329833984375]]","[[162.85765075683594, 37.39452362060547], [162.8581085205078, 37.02200698852539], [161.21482849121094, 37.392520904541016], [161.2152862548828, 37.02000427246094]]","[-0.9999863505363464, -0.0012179770274087787]"
5.0,43.198822028934956,"[[71.84399834092706, -149.3315444427406], [71.95742404325271, -151.00621948392833], [72.05491052700444, -152.7997335776448], [72.15077205435853, -154.6557807209152]]","[[155.7799835205078, 50.23884963989258], [157.88270568847656, 50.56804275512695], [156.53814697265625, 45.396156311035156], [158.64085388183594, 45.72534942626953]]","[[162.8046417236328, 37.39445495605469], [162.78955078125, 37.39444351196289], [162.8050994873047, 37.021942138671875], [162.7899932861328, 37.02193069458008]]","[-0.9998905062675476, -0.0012028416385874152]"
5.0,43.29882203042507,"[[68.85251535978178, -150.65560472886423], [68.9702472512615, -152.35205763986198], [69.07139085661126, -154.17246403129693], [69.17088253748733, -156.0604922092953]]","[[155.8458709716797, 49.928916931152344], [157.95411682128906, 50.2205810546875], [156.51759338378906, 45.0734748840332], [158.62583923339844, 45.365142822265625]]","[[162.66354370117188, 37.394737243652344], [162.6439971923828, 37.39472198486328], [162.66419982910156, 37.02222442626953], [162.64466857910156, 37.0222053527832]]","[-0.999816358089447, -0.0017700856551527977]"
5.0,43.39882203191519,"[[66.17803319183477, -151.77948866470777], [66.29637929408345, -153.48829064130018], [66.3992290665097, -155.32176065565287], [66.49952445456164, -157.22090306114708]]","[[155.90264892578125, 49.62856674194336], [158.0152130126953, 49.88713836669922], [156.49815368652344, 44.76319122314453], [158.6107177734375, 45.02176284790039]]","[[162.501220703125, 37.39447021484375], [162.48504638671875, 37.394432067871094], [162.50184631347656, 37.02195739746094], [162.48568725585938, 37.02191925048828]]","[-0.9998739361763, -0.0016912807477638125]"
5.0,43.498822033405304,"[[63.7924381256604, -152.70232743132485], [63.896436760803645, -154.43524698588544], [63.98784368275028, -156.30328608339505], [64.07849414946536, -158.2342993445656]]","[[155.95179748535156, 49.335166931152344], [158.06771850585938, 49.564697265625], [156.48043823242188, 44.46207046508789], [158.59634399414062, 44.69160461425781]]","[[162.317626953125, 37.39417266845703], [162.3037872314453, 37.394142150878906], [162.3182373046875, 37.02165603637695], [162.30438232421875, 37.02162551879883]]","[-0.9999071359634399, -0.0016191026661545038]"
5.0,43.59882203489542,"[[61.57381491263956, -153.55853080687262], [61.676795400068734, -155.2977066697747], [61.76906204080706, -157.1665817256321], [61.86014110882514, -159.09475016987565]]","[[155.9963836669922, 49.03538513183594], [158.11500549316406, 49.23835754394531], [156.46383666992188, 44.15604019165039], [158.58245849609375, 44.359012603759766]]","[[162.1107177734375, 37.39382553100586], [162.09786987304688, 37.393802642822266], [162.1112823486328, 37.02130889892578], [162.0984344482422, 37.02128601074219]]","[-0.9999201893806458, -0.0015168500831350684]"
5.0,43.698822036385536,"[[59.44882093304956, -154.35482000640243], [59.54371874500096, -156.13185921584733], [59.63069300186288, -158.03350633137134], [59.7185182575743, -159.99146338934855]]","[[156.0378875732422, 48.71984100341797], [158.15875244140625, 48.89784622192383], [156.44786071777344, 43.835330963134766], [158.5687255859375, 44.01333999633789]]","[[161.8791961669922, 37.39339828491211], [161.86663818359375, 37.39337921142578], [161.87969970703125, 37.02088165283203], [161.8671417236328, 37.0208625793457]]","[-0.9999240040779114, -0.0013583191903308034]"
